Accessories,Body Color,Body Material,Body Type,Brand,Bundle Description,Color,Condition,Country of Manufacture,Country/Region of Manufacture,Custom Bundle,Dexterity,Features,Fingerboard,Hand,Items Included,MPN,Model,Model Year,Modification Description,Modified Item,Neck,Non-Domestic Product,Pickup,Product Line,Product Type,Right-/ Left-Handed,Serial Number,Series,Size,Soundboard Style,String Configuration,Style,Type,UPC,serial number,Price
,,,Solid,Fender,,,Used,,United States,,,,,,,,Highway One,2003,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,,,760.0
,Red,,Solid,Epiphone,,,Used,,,,,,,,,,Flying V,,,,,,,,,,,,,,6 String,,,Does not apply,,52.73
,Natural,,Solid,Gibson Custom Shop,,,,USA,United States,No,Right-Handed,,,,,LPC-M2M,Gibson Les Paul Custom Silverburst,2019,,No,,No,,,,,,,,,6 String,,,Does not apply,,3990.0
,White,Solid Wood,Solid,Gibson,,,Used,USA,United States,,Right-Handed,,,,,,Lzzy Hale Explorer,,,,,,,,,Right-Handed,,,,,6 String,,,,,1795.0
,,,Solid,Epiphone,,,Used,,,,,,,,,,Wilshire,,,No,,,,,,Right-Handed,,,,,6 String,,,,,270.0
,Black,,Solid,EVH,,,Used,,Indonesia,,,,,,,,EVH Wolfgang Standard,,"Upgraded Pickups
D-Tuna
FU-Tone Brass Block
Modded Tone Knob Circuit",Yes,,,,,,Right-Handed,,,,,6 String,,,,,450.0
,,,,Fender,,,,,United States,,,,,,,,Telecaster custom,2019,,,,,,,,Right-Handed,,,,,6 String,,,,,2799.0
,,,,Dean,,,New,,,No,,,,,,USA STF FLAMETOP,,,,No,,No,,,,,,,,,6 String,,,Does not apply,,3399.0
,Black,,,Vinci,,,Used,,,,,,,,,Does Not Apply,Flying V,,,,,,,,,,,,,,6 String,,,Does not apply,,149.99
,Yellow,Mahogany,Solid,Firefly,,,,,,,,,,,,Does Not Apply,,2019,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,135.0
,,Mahogany,Solid,Gibson,,,Used,,United States,,,,,,,,Les Paul Special +,2016,,No,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,860.0
,Sunburst,,Solid,Fender,,,Used,,United States,No,,"With Pickup, Built-in Effects, Volume Knob",,,,,VG Stratocaster,2007,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,1099.99
,White,,Solid,EPIPHONE,,,,,,,Right-Handed,,,,,T.THAYERLIGHTNINEX,,2018,,,,,,LIMITED EDITION,,,,,,,6 String,,,Does not apply,,860.0
,OCEAN BLUE BURST,,,Schecter,,,Used,,Indonesia,,,,,,,Does Not Apply,OMEN EXTREME-6,2018,,,,,,,,Right-Handed,,,,,6 String,,,,,185.27
,Red,,Hollow,Pan,,,Used,,Japan,,,,,,,,Vintage,60's-70's,,,,,,,,Right-Handed,,,,,6 String,,,,,290.0
,,,,LUNA,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,,,539.0
,Green,Alder,Solid,Fender,,,Used,,United States,,,,,,,Does Not Apply,Stratocaster American,2014,,,,,,American,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,790.0
,,,Hollow,Ibanez,,,Used,,China,,,,,,,Does Not Apply,AFJ85-VSB-12-01,2011,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,475.0
,,Cedar,Solid,MP,,,Used,,,,,,,,,610820,,,,,,,,,,,,,,,6 String,,,Does not apply,,99.87
,Black,Poplar,Solid,Ibanez,,,Used,,China,No,,"Volume Knob, With Pickup",,,,Does Not Apply,GRG-150DX,,,No,,,,GRG,,Right-Handed,,,Full Size,,6 String,,,,,99.0
,,,,Sterling by Music Man,,,New,,,,,,,,,MAJ100-ADR,,,,,,,,,,,,,,,,,,852956007295,,949.99
,,,,Rogue,,,New,,,,,,,,,RR100PK-BK,,,,,,,,,,,,,,,,,,656238015110,,149.0
,,,,Hagstrom,,,New,,,,,,,,,ULSWE-L-CBB,ULSWE-L-CBB,,,,,,,,,,,,,,,,,8809179802819,,469.99
,Black,Hardwood,Right-handed guitar,Segawe,,,New,,,,,,,,,GSD-Y01-1206A-1,"39"" Electric Guitar",,,,,,,,,Right,,,,,6 String,,,0700161259834,,85.98
,Black,Maple,Solid,Segawe,,,New,,,,,"Volume Knob, With Pickup",,,,Y01-2321A@#simon_elf-1,"39"" Electric Guitar",,,,,,,,,Right-Handed,,,Full Size,,6 String,Electric Guitar,,758277386463,,95.97
,,Basswood,Solid,Schecter,,,New,,,,Right handed,,,,,"2066, 2068, 2067",,,,,,,,,,,,,,Rosewood,7 String,,,081544702643,,449.0
,Quilt Tiger Eye,Mahogany,Solid,Oscar Schmidt,,,New,,,,Right-Handed,,,,,OE20QTE,OE20 Solid-Body Cutaway Electric Guitar,,,,,,,,,Right-Handed,,,Full Size,Archtop,6 String,,,801128811093,,379.99
,,Rosewood,Solid,Artist,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,United States,,,,,,,0146230721,,2019,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,00885978075645,,1259.99
,,Indian Rosewood,Orchestra,Bedell,,,Used,,United States,,Right-Handed,,,,,1964,1964,,,,,,,,,,,1964,,,6 String,,,Does not apply,,1199.99
,Candy Apple Red,Alder,Solid,Fender,,,New,,Mexico,,Right-Handed,,,,,0140061709,Stratocaster,,,,,,,,,,,,Full Size,,6 String,,,Does Not Apply,,899.99
,Black,,,ESP,,,Used,,,,,,,,,Does Not Apply,Snakebyte,,,,,,,,,,,,,,6 String,,,Does not apply,,890.99
,Black,Maple,,Squier,,,Used,,,,,,,,,,,,,,,,,,,Left-Handed,,,,,6 String,,,,,200.0
,White,,Solid,EPIPHONE,,,,,,,Right-Handed,,,,,T.THAYERLIGHTNINEX,,2018,,,,,,LIMITED EDITION,,,,,,,6 String,,,Does not apply,,860.0
,Green,,Solid,Aria,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,270.0
,,,,Jay Turser,,,Used,,China,,,,,,,Does Not Apply,JT-Sparkle-PSP,,,,,,,,,Left-Handed,,,,,6 String,,,,,189.99
,sunburst,,,SX,,,Used,,,,,,,,,Does Not Apply,Vintage,,,,,,,,,Right-Handed,,Vintage,,,6 String,,,,,175.0
,Vintage White,,Solid,Westone,,,Used,,Japan,,,,,,,Does Not Apply,ST,1980's,,,,,,,,Right-Handed,,,,,6 String,,,,,157.5
,,,,Fender,,,Used,,,,,,,,,,,,,,,,,,,,,,,,12 String,,,,,2950.0
,Black,,,Fender,,,Used,,,,,,,,,,,,,,,,,starcaster,,Right-Handed,,,,,6 String,,,,,31.0
,Red,,Solid,Fender,,,Used,,China,,,,,,,Does Not Apply,Contemporary Telecaster HH,,,,,,,Fender Telecaster,,,,,,,6 String,,,,,269.95
,White,,Solid,,,,Used,,,,,,,,,,Custom,,,,,,,,,,,,,,6 String,,,,,200.0
,,Spruce,,Martin,,,Used,,Mexico,,,,,,,Does Not Apply,DCPA5,1833,,,,,,,,,,,Full Size,,6 String,,,Does not apply,,350.0
,Beige,,Solid,Fender,,,Used,,,,,,,,,,Telecaster Special,,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,,,550.0
,Natural,Alder,Solid,,,,Used,,United States,No,,"Semour Duncan Pearly & DiMarzio Evolution neck pic, With Pickup",,,,,Warrior Princess,,,No,,,,,,Right-Handed,,,,Flat Top,6 String,,,Does not apply,,831.0
,White,,,Epiphone,,,Used,,,,,,,,,,Custom,,,,,,,Epiphone Les Paul,,Right-Handed,,,,,6 String,,,,,300.0
,Black,,,Burny,,,Used,,,,,,,,,,,,,,,,,,,,,,,,6 String,,,,,750.0
,,,,Fender,,,Used,,China,,,,,,,,Squire Telecoustic Acoustic Electric,,,No,,,,,,Right-Handed,,,,,6 String,,,,,239.99
,Black,,Solid,ESP,,,New,,Japan,,,,,,,,,2014,,,,,,ESP eclipse,,Right-Handed,,,,,6 String,,,,,807.0
,,"Mahogany, Maple",,Gibson,,,Used,,United States,,,,,,,Does Not Apply,Les Paul Traditional,2015,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,1299.0
,Black,,,ZIVIX,,,Used,,,,,,,,,,,,,,,,,,,,,,,,6 String,,,,,129.95
,,,,Fender,,,Used,,,,,,,,,,Telecaster Delux,2018,,,,,,Fender Telecaster,,,,,,,6 String,,,,,465.0
,Tobacco Burst,,Solid,Fender,,,Used,,,,,,,,,,Stratocaster HSS,2016,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,499.99
,Sunburst,Solid Wood,Solid,Gibson,,,Used,,,,Right-Handed,,,,,Does Not Apply,Les Paul Standard,2010,,,,,,Gibson Les Paul,,,,,,,6 String,,,,,1600.0
,,,Solid,Fender,,,Used,,United States,,,,,,,,Highway One,2003,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,,,760.0
,Baby blue,,Semi-Hollow,Firefly,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,China,,,,,,,Does Not Apply,72 Telecaster Thinline,,,,,,,,,Right-Handed,,,Full Size,Maple,6 String,,,Does not apply,,175.0
,Red,,Semi-Hollow,Devlin,,,"For parts or not working: An item that does not function as intended and is not fully operational. This includes items that 

																			are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,,,,,,,DV-600,,,Yes,,,,,,Right-Handed,,,Full Size,,6 String,,,,,169.0
,,,,Alamo,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,Does not apply,,580.0
,WINE,Maple,Hollow,Gretsch,,,Used,,"Korea, Republic of",,,"Volume Knob, With Pickup",,,,,Model G 5120,2016,,,,,,Gretsch Electromatic,,Right-Handed,,,,Archtop,6 String,,,,,400.0
,Desert Sand,,Solid,Fender,,,Used,,,,,,,,,Duo Sonic,Duo Sonic,,,,,,,,,Right-Handed,,,,,6 String,,,,,1825.0
,Blackburst,Poplar/Masonite,Solid,Danelectro,,,Used,,"Korea, Republic of",,,3 Pickup,,,,,Longhorn,,,,,,,Danelectro,,Right-Handed,,,,,6 String,,,,,375.0
,Multicolor,,,Epiphone,,,Used,,,,,,,,,Does Not Apply,Les Paul Junior,,,,,,,Epiphone Les Paul,,,,,,,6 String,,,,,110.0
,Antique Ebony,,Solid,Gibson,,,Used,,United States,,,,,,,,Classic Custom,2007,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,2200.0
,"Red, White, and bBue",,Semi-Hollow,D'Angelico,,,,,Indonesia,,,,,,,Does Not Apply,Grateful dead,2019,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,795.0
,"Black, Yellow",Mahogany,Solid,Epiphone,,,Used,,"Korea, Republic of",,,,,,,,Custom Les Paul,2005,,,,,,Epiphone Les Paul,,Right-Handed,,,,,6 String,,,,,599.95
,Red,Mahogany,Solid,Gibson,,,Used,,United States,,,,,,,014280362,Classic,2008,,,,,,Gibson SG,,Right-Handed,,,,,6 String,,,,,780.0
,Red,,Hollow,DeArmond Guild,,,Used,,,,Right-Handed,,,,,Does Not Apply,starfire custom,,,,,,,,,,,,,,6 String,,,,,549.0
,,,Strat,Fender,,,Used,,,,,,,,,Does Not Apply,Strat,2010,,,,,,American Standard,,,,,,,6 String,,,Does not apply,,35.0
,,,,Michael Kelly,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,Right-Handed,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,Does not apply,,525.0
,,,,LUNA,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,6 String,,,,,539.0
,Sunburst,"Mahogany, Maple",Solid,Gibson,,,Used,,United States,,,,,,,,Les Paul Deluxe,1975,,,,,,Gibson Les Paul,,Right-Handed,,,,,6 String,,,,,1800.0
,Black,,,Zivix,,,New,,United States,No,,,,,Case,Does Not Apply,Jamstik+ (Bluetooth),2016,,No,,,,,,,,,,,6 String,,,Does not apply,,229.99
,Butterscotch Blonde,Ash,Solid,Fender,,,Used,,Mexico,,,,,,,,Custom,2008,Finish and electronics,Yes,,,,Fender Baja Telecaster,,Right-Handed,,,Full Size,Flat Top,6 String,,,,,799.0
,Multi-Color,Solid Wood,Solid,FENDER,,,Used,,Unknown,No,Right-Handed,,,,,Does Not Apply,CUSTOMIZED STRATACOUSTIC HD 100,UNKNOWN,,No,,No,,CUSTOM STRATACOUSTIC STRAT,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,650.0
,Sunburst,,Solid,Fernandes,,,Used,,Japan,,,,,,,,LE-2 Strat Style,1990's,,No,,,,,,Right-Handed,,,,,6 String,,,,,335.0
,Blue,Solid Wood,Semi-Hollow,Wolf,,,New,,"Korea, Republic of",,Right-Handed,,,,,Does Not Apply,WA-TM,,,,,,,,,,,,,,6 String,,Electric Guitar,Does not apply,,449.0
,,,,Epiphone,,,Used,,Indonesia,,,,,,,Does Not Apply,SST Classic,2011,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,379.99
,Vintage Wine,Basswood,Solid,Ibanez,,,Used,,Indonesia,,,,,,,Does Not Apply,Custom,,,,,,,Ibanez RG,,Right-Handed,,,Full Size,Rosewood,6 String,,,Does not apply,,141.38
,Candy Apple Red,,Solid,Fender,,,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or 

																			protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,Indonesia,,,,,,,Does Not Apply,70s Stratocaster Reissue,,,,,,,,,Right-Handed,,,Full Size,Rosewood,6 String,,,Does not apply,,81.0
,Black,,Solid,Epiphone,,,Used,,Unknown,,,,,,,0906150614x,SG Custom,,,,,,,,,Right-Handed,,,Full Size,Rosewood,6 String,,,Does not apply,,175.5
,Custom Swirl Painted,Solid Wood,Solid,Jackson,,,Used,,,,,,,,,Does not apply,JS 22,2013,,Yes,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,469.99
,Burst,Maple,Solid,CSM,,,New,,China,,,,,,,Does Not Apply,Custom Deluxe,2019,,,,,,,,Right-Handed,,,,,6 String,,,Does not apply,,150.0
,,,,Fender,,,Used,,,,,,,,,,,,,,,,,Fender Stratocaster,,,,,,,,,,,,129.0
,Black,Solid Wood,Solid,Epiphone,,,Used,,China,No,,,,,,Does Not Apply,Les Paul Standard,2008,,,,,,Les Paul Standard,,Left-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,299.99
,,,,Yamaha,,,New,,,,,,,,,APX600 OVS,,,,,,,,,,,,,,,,,,Does Not Apply,,339.99
,,,,General,,,New,,,Yes,,,,,,vRLgOmET,,,,,,,,,,,,,,,,,,,,149.99
,Black,Hardwood,Right-handed guitar,Segawe,,,New,,,,,,,,,GSD-Y01-1206A-1,"39"" Electric Guitar",,,,,,,,,Right,,,,,6 String,,,0700161259834,,85.98
,,,,Ibanez,,,New,,,,,,,,,AS53TF,,,,,,,,,,,,,,,,,,606559877614,,413.0
,,,,D'Angelico,,,New,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,852675170225,,1699.99
,,,Children’s,SX,,,New,,,No,Left-Handed,,,Left Handed,,RST 1/2 3TS Left,,,,No,,No,,,,,,,1/2 Size,,6 String,,Electric Guitar,Does Not Apply,,119.95
,,,,Sterling by Music Man,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,852956007264,,299.99
,,,,Ovation,,,New,,,,,,,,,AB24IIP-KOA,,,,,,,,,,,,,Mid-Depth,,,,,Does not apply,,359.99
,,,Solid,Raptor,,,New,,,,Right-Handed,,,,,EP5-WH,,,,,,,,,,,,,,,6 String,,,does not apply,,89.99
,,,,ESP,,,New,,,,,,,,,LEC10GCBLKS,,,,,,,,,,,,,,,,,,799493247862,,179.99
,2-Color Sunburst,Alder,Solid,Squier,,,New,,Indonesia,,,,,,,310203550,SQAFFTELEMNBTB,,,,,,,,,,,Affinity Series,,,6 String,,,717669174538,,199.99
,Red,,Solid,Michael Kelly,,,Used,,,,,,,,,,E10011212,,,,,,,,,,,,,,6 String,,,Does not apply,,189.99
,Aqua Burst,,Solid,Schecter,,,Used,,,,Right-Handed,,,,,782,C-6 Elite,,,,,,,,,,,,,,6 String,,,does not apply,,239.0
,,,Semi-Hollow,Epiphone,,,,,China,,Right-Handed,,,,,Does Not Apply,Wildkat Koa,,,,,,,,,,,,,,6 String,,,Does not apply,,446.2
,,,,TTM,,,Used,,,,,,,,,Does Not Apply,Devastator,,,,,,,,,,,,,,6 String,,,Does not apply,,204.5
,Black Pin Stipe,Mahogany,Solid,Schecter,,,"Seller refurbished: An item that has been restored to working order by the eBay seller or a third party not approved by 

																			the manufacturer. This means the item has been inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See the seller’s listing for full details.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,,,,Synyster Gates USA Custom Pickups,,,,,Custom,,,,,,,Schecter Diamond Series,,Left-Handed,,,Full Size,Flat Top,6 String,,,,,360.0
,Heritage Cherry Sunburst,,Solid,Gibson,,,Used,,United States,,,,,,,,Les Paul Standard 50s Model,2018,,,,,,Gibson Les Paul Standard,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,1624.0
,Green,Mahogany,Semi-Hollow,PRS,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,Zach Myers,2018,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,450.0
,,Bubinga,Grand Auditorium,Luna,,,Used,,,,Right-Handed,,,,,GYP BUBINGA,GYP BUBINGA,,,,,,,,,,,,Full Size,,6 String,,,,,220.0
,Blue,Poplar,Solid,Ibanez,,,Used,,,,,,,,,,,2019,,,,,,,,,,,,,6 String,,,,,107.0
,Green,,Solid,Agile,,,Used,,,,,"With Pickup, Volume Knob",,,,,,,,,,,,Septer,,Right-Handed,,,Full Size,Flat Top,8 String,,,,,407.0
,Black,,Solid,Fender,,,Used,,,,,"Volume Knob, With Pickup",,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,75.0
,Black Sparkle,Mahogany,Solid,Kramer,,,Used,,United States,,,,,,,,ProAxe,1989,,,,,,,,Right-Handed,,,,,6 String,,,,,1799.0
,Blue,,Solid,DeArmond,,,"For parts or not working: An item that does not function as intended and is not fully operational. This includes items that 

																			are defective in ways that render them difficult to use, items that require service or repair, or items missing essential components. See the seller’s listing for full details.
																					See all condition definitions- opens in a new window or tab



																			... Read moreabout the condition",,"Korea, Republic of",,,,,,,Does Not Apply,M-75 M75,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,249.0
,Purple,,Solid,ESP,,,,,Indonesia,,,,,,,Does Not Apply,MH-350,,,,,,,,,Left-Handed,,,,,6 String,,,Does not apply,,399.0
,Black/orange,Basswood,Solid,Unbranded,,,Used,,United States,,,"Volume Knob, With Pickup",,,,,,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,395.0
,,,,Samick,,,Used,,,,,,,,,,,1990,,,,,,,,Right-Handed,,,,,6 String,,,,,270.0
,Sunburst,Maple,Hollow,Harmony,,,Used,,United States,,,,,,,,Meteor H70,1962,,,,,,,,Right-Handed,,,,,6 String,,,,,799.0
,Black,,Solid,EVH,,,Used,,Japan,,,,,,,,evh wolfgang special,,,,,,,,,Right-Handed,,,,,6 String,,,,,500.0
,Sunburst,,Semi-Hollow,Gibson,,,Used,,,,,,,,,,Vintage,,,,,,,Gibson ES,,Right-Handed,,,Full Size,,6 String,,,,,2500.0
,Gold,Solid Wood,Solid,Meastro,,,New,,"Korea, Republic of",No,,,,,,Does Not Apply,ES-525,2018,,No,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,122.0
,brown/purple,,Solid,vantage,,,Used,,,,,With Pickup,,,,Does Not Apply,,,,,,,,,,,,,Full Size,,6 String,,,,,150.0
,Butterscoth Blonde,Alder,Solid,Fender,,,Used,,China,,,,,,,Does Not Apply,Affinity,2000,,,,,,Fender Telecaster,,Right-Handed,,,,,6 String,,,Does not apply,,144.0
,Black,,,Yamaha,,,Used,,,,,,,,,,Vintage,,,,,,,,,Right-Handed,,,,,6 String,,,,,275.0
,,,,Taylor,,,Used,,,,,,,,,,814CE L7,,,,,,,,,,,,,,,,,Does not apply,,1675.0
,Oly White,,Solid,Fender,,,Used,,United States,,,,,,,Does Not Apply,,1983-84,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,Does not apply,,695.0
,,,,Ibanez,,,Used,,,,,,,,,,TM303M,,,,,,,,,Right-Handed,,,,,6 String,,,,,195.0
,basswood satin finish,Basswood,,Zion,,,,,,,,,,,,,Classic,1999,,,,,,,,,,,,,6 String,,,,,510.0
,Red,,Solid,Parker Guitars,,,Used,,,,,,,,,Does Not Apply,44,,,,,,,,,,,,,,6 String,,,Does not apply,,325.0
,Black,Basswood,Solid,Jackson,,,Used,,Japan,,,Volume Knob,,,,,,2007,,,,,,Jackson X,,Right-Handed,,,Full Size,,6 String,,,,,250.0
,Blonde/Butterscotch,Solid Wood,Solid,Fender,,,Used,,United States,No,Right-Handed,,,,,,Telecaster,1977,,No,,,,Fender Telecaster,,,,,,,6 String,,,,,1336.11
,Tabacco burst,,Hollow,Ibanez,,,,,,,,,,,,,AS200,1998,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,1401.0
,Cherry,,Solid,Harley Benton,,,Used,,,,,,,,,Does Not Apply,CST-24 Deluxe,,,,,,,,,Right-Handed,,,,,6 String,,,,,199.0
,,,,Jameson Guitars,,Pink,Used,,,,Right-Handed,,,,,DRN979CTV PNK 2ND,DRN979CTV PNK 2ND,,,,,,,,,,,,,,6 String,,,Does not apply,,31.0
,,,,Schecter,,,Used,,,,,With Pickup,,,,,Omen 6,,,,,,,,,Right-Handed,,,,,6 String,,,,,380.0
,Sunburst,,Solid,teisco  Kawai  ?,,,Used,,Japan,,,,,,,,,,,,,,,,,Right-Handed,,,,,6 String,,,,,215.0
,,,,Taylor,,,Used,,,,,,,,,Does Not Apply,214ce,,,,,,,,,,,,,,6 String,,,Does Not Apply,,685.0
,Pink,,Solid,Fender,,,Used,,,,,,,,,Does Not Apply,69 Telecaster,1991,,,,,,Fender Telecaster,,,,,,,6 String,,,Does not apply,,1000.0
,Black,,Solid,Gibson,,,Used,,,,,,,,,,,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,34.5
,Green,,Solid,Fender,,,New,,China,No,,,,,,Does Not Apply,Telecaster,2019,,,,,,Fender Telecaster,,Right-Handed,,Squier,Full Size,,6 String,,,Does not apply,,300.0
,Multicolor,,,Harmony,,,Used,,United States,,,,,,,Does Not Apply,Airline,,,,,,,,,Right-Handed,,,,,6 String,,,,,435.0
,Wood,Unknown,Semi-Hollow,Epiphone,,,Used,,China,No,,Unknown,,,,Does Not Apply,,Unknown,,No,,,,Studio,,Right-Handed,,,,Unknown,6 String,,,,,250.0
,Black,,,Epiphone,,,Used,,China,,,,,,,NIGHTFALL,,,,,,,,Epiphone Les Paul,,Right-Handed,,,,,6 String,,,,,350.0
,,,Semi-Hollow,Gibson,,,Used,,United States,,,,,,,,ES-335,2016,,,,,,,,Right-Handed,,,,,6 String,,,,,5000.0
,Brown SunBurst,Solid Wood,Solid,Fender,,,Used,Indonesia,Indonesia,,Right-Handed,,,,,Does Not Apply,Squier Bullet Strat,2014,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,82.0
,Black,,Solid,Gibson,,,Used,,,,,"Single Cut, Volume Knob, With Pickup",,,,,Les Paul Standard,2013,,,,,,Gibson Les Paul,,Right-Handed,,,Full Size,,6 String,,,,,1225.0
,Natural,,Solid,Gibson,,,Used,,,,,,,,,Does Not Apply,Explorer,2019,,,,,,Gibson Explorer,,,,,,,6 String,,,Does not apply,,1350.0
,,Basswood,Solid,SX,,,Used,,China,,,,,,,STL50,VTG Series,,,,,,,,,Left-Handed,,,,,6 String,,,Does not apply,,119.99
,Black,o,Solid,Guild,,,Used,,,,,,,,,Does Not Apply,Guild usa,1985,,,,,,,,Left-Handed,,,Full Size,,6 String,,,Does not apply,,999.95
,,,Hollow,Keith Urban,,Red Garnet,New,,,,Right-Handed,,,,,Does Not Apply,Black Label,,,,,,,,,,,,,,6 String,,,Does not apply,,259.95
,,,Hollow,Epiphone,,,Used,,,,,,,,,Does Not Apply,Emperor AS,1995,,,,,,,,Right-Handed,,,,,6 String,,,,,399.99
,Blue,Basswood,Solid,Fernandes,,,Used,,Japan,,,,,,,,FST-55,,"Upgraded trem, pickguard pickups, tuners",Yes,,No,,,,Right-Handed,,,Full Size,Flat Top,6 String,,,Does not apply,,375.0
,Pink,,,Sanrio,,,Used,,China,No,,Volume Knob,,,,Does Not Apply,,,,No,,,,,,Right-Handed,,,,,6 String,,,,,125.0
,Pink,,,Floyd Rose,,,Used,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,7 String,,,Does not apply,,449.0
,Black,,Solid,Gibson,,,Used,,,,,,,,,Does Not Apply,Les Paul Standard,1985,,,,,,Gibson Les Paul,,Right-Handed,,,Full Size,,6 String,,,Does not apply,,1524.0
,Blue,,Solid,kramer,,,Used,,"Korea, Republic of",,,,,,,Does Not Apply,Focus 111S,,,,,,,,,Right-Handed,,,Full Size,,6 String,,,,,82.5
,Mahogany Brown,"arched mahogany top / back / side and maple + spru, Mahogany",Hollow,Yamaha,,,Used,,Japan,,,,,,,,SAS-1500,2002,,,,,,,,Right-Handed,,,Scaled down Gibson ES-335,Archtop,6 String,,,,,750.0
,Gold,Solid Wood,Solid,Squier,,,Used,,,,Right-Handed,,,,,Does not apply,Gold Member the III,,,,,,,Custom Shack,,,,,,,6 String,Strat,,Does not apply,,224.99
,Black,,Solid,B.C. Rich,,,Used,,,,,,,,,,Warlock,,,,,,,Bronze Series,,Right-Handed,,,,Flat Top,6 String,,,Does not apply,,199.99
,Wildwood,,Semi-Hollow,Teisco,,,Used,,Japan,,,,,,,,EP-8T,1960’s,,,,,,,,Right-Handed,,,,,6 String,,,,,495.0
,Red,Solid Wood,Solid,Fender,,,New,,United States,,Right-Handed,,,,,Does Not Apply,,20 Th Anniversary Edition,,,,,,,,,,,,,6 String,Stratocaster,,Does not apply,,380.0
,,Solid Cedar,Dreadnought,Seagull,,,Used,,,,,,,,,S6OrigQV8,S6,,,,,,,,,Left-Handed,,,,,6 String,,,Does not apply,,249.99
,,Alder,Solid,Fender,,,Used,,Indonesia,,,With Pickup,,,,,Fender Squire Affinity,,,,,,,Fender Stratocaster,,Right-Handed,,,,,6 String,,,,,339.0
